text,intent
"ok, resume playback",play_music
"hey assistant, what's the weather like on spotify",weather
would you mind if you open up on youtube,open_app
i need you to can you google now,search_web
"ok, good afternoon",greeting
would you mind if you what's the clock say in new york,time
please put on a playlist friend,play_music
time check,time
i need you to talk to you soon,farewell
could you put on a playlist,play_music
can you i want to listen to music right now,play_music
"hey assistant, show me",open_app
could you i'm leaving,farewell
"hey, wake me up",set_alarm
do you know any jokes for 10 minutes,joke
please wake me up,set_alarm
do you know any jokes in new york,joke
could you is it raining outside right now,weather
i need you to who is buddy,search_web
"hey, time check please",time
please i want to listen to music,play_music
i need you to bye,farewell
can you crack a joke about space,joke
"ok, hello",greeting
"hey assistant, see ya",farewell
"ok, play some tunes now",play_music
would you mind if you create a timer,set_alarm
"hey, could you tell me the time tomorrow",time
please talk to you soon,farewell
please say a joke,joke
would you mind if you hi,greeting
please wake me up,set_alarm
"hey, bye for me",farewell
just farewell in london,farewell
would you mind if you set a timer,set_alarm
could you google,search_web
"hey, what's the weather like",weather
can you start playing music,play_music
"ok, boot up",open_app
please hey,greeting
"ok, farewell",farewell
could you how are you,greeting
"ok, new alarm",set_alarm
find information about at 7 am,search_web
could you search for,search_web
wake me up,set_alarm
just add an alarm,set_alarm
"ok, open the app",open_app
could you goodbye,farewell
i need you to tell me a joke,joke
could you is it sunny on youtube,weather
please tell me the forecast friend,weather
"ok, hi",greeting
can you shuffle my songs for 10 minutes,play_music
timer for in london,set_alarm
can you is it raining outside friend,weather
"hey assistant, hey",greeting
just play some tunes on spotify,play_music
bye bye,farewell
can you good evening today,greeting
just remind me on spotify,set_alarm
"hey, bye",farewell
"ok, play some tunes friend",play_music
please can you open,open_app
"hey assistant, tell me about",search_web
"hey, hello in london",greeting
"hey assistant, farewell",farewell
could you search for,search_web
"hey assistant, search for",search_web
"ok, see you later assistant",farewell
please i need a laugh about space,joke
just have a good one,farewell
would you mind if you tell me a joke,joke
tell me about,search_web
please have a good one friend,farewell
can you hiya on youtube,greeting
i need you to wake me up quickly,set_alarm
can you is it raining outside,weather
"hey assistant, what is the temperature now",weather
"hey assistant, crack a joke please",joke
"hey assistant, open up on youtube",open_app
"hey, could you tell me the time",time
timer for at 7 am,set_alarm
"hey, set an alarm",set_alarm
would you mind if you what time is it on spotify,time
could you start,open_app
what's the clock say at 7 am,time
just goodbye,farewell
can you yo,greeting
what is the temperature today,weather
just play some music,play_music
search for for me,search_web
could you who is on youtube,search_web
would you mind if you tell me something funny about space,joke
"hey assistant, hi there about dogs",greeting
just what's the clock say,time
"hey, goodbye",farewell
i need you to go to,open_app
please what is on youtube,search_web
"hey, launch for me",open_app
can you good afternoon on youtube,greeting
"hey, can you open about dogs",open_app
"hey, resume playback",play_music
would you mind if you hello,greeting
"hey assistant, show me right now",open_app
please show me,open_app
could you see ya about space,farewell
just search the web for,search_web
would you mind if you music please on youtube,play_music
please remind me on youtube,set_alarm
can you show me,open_app
can you what time is it please,time
i need you to go to tomorrow,open_app
would you mind if you what's the clock say,time
i need you to bye bye buddy,farewell
please do i need an umbrella buddy,weather
just catch you later,farewell
"ok, what's the weather like right now",weather
"ok, time check",time
could you new alarm,set_alarm
could you what time is it in new york,time
"hey assistant, tell me something funny",joke
could you goodbye at 7 am,farewell
"ok, do i need an umbrella",weather
could you tell me the forecast for me,weather
would you mind if you what's the weather like right now,weather
open up in new york,open_app
tell me about,search_web
would you mind if you what is today,search_web
please search the web for,search_web
please what is the time,time
"ok, set a timer",set_alarm
"ok, goodbye",farewell
"hey, top of the morning",greeting
find information about right now,search_web
please yo,greeting
"ok, timer for assistant",set_alarm
please start playing music for 10 minutes,play_music
would you mind if you tell me something funny right now,joke
"ok, do you know any jokes",joke
"hey, start playing music in new york",play_music
play a song today,play_music
could you good evening about space,greeting
"ok, start playing music",play_music
tell me the time,time
can you say a joke for 10 minutes,joke
could you catch you later friend,farewell
"ok, timer for",set_alarm
can you resume playback,play_music
timer for in london,set_alarm
i need you to tell me about,search_web
"hey assistant, farewell assistant",farewell
"hey assistant, start on spotify",open_app
i need you to remind me now,set_alarm
please tell me the time,time
"hey, play some tunes assistant",play_music
"hey, current time please",time
would you mind if you look up,search_web
"hey assistant, start playing music",play_music
"hey, hiya in new york",greeting
search for,search_web
just tell me the forecast today,weather
"hey, what's up on youtube",greeting
please farewell,farewell
can you talk to you soon now,farewell
"hey assistant, do you know the time about space",time
can you add an alarm,set_alarm
"ok, greetings",greeting
"ok, see ya",farewell
please is it raining outside,weather
could you set an alarm today,set_alarm
"ok, add an alarm about dogs",set_alarm
"ok, gotta go quickly",farewell
"ok, what time is it",time
could you i want to listen to music,play_music
can you gotta go assistant,farewell
can you resume playback,play_music
can you play some music,play_music
i need you to do you know any jokes buddy,joke
could you talk to you soon,farewell
can you what time is it now,time
"hey assistant, have a good one for me",farewell
just greetings in london,greeting
i need you to boot up,open_app
can you resume playback for me,play_music
"hey, find information about",search_web
"ok, show me tomorrow",open_app
"hey assistant, go to tomorrow",open_app
could you set a timer quickly,set_alarm
can you hi there,greeting
could you do you know any jokes,joke
just add an alarm friend,set_alarm
just i want to listen to music,play_music
could you yo,greeting
could you play some tunes about space,play_music
please gotta go assistant,farewell
"ok, hey",greeting
please i want to listen to music about dogs,play_music
would you mind if you top of the morning,greeting
could you good evening buddy,greeting
i need you to tell me something funny about space,joke
just play some music about space,play_music
can you find information about,search_web
"hey assistant, create a timer please",set_alarm
please good morning on youtube,greeting
"hey, bye about space",farewell
would you mind if you what is the time for me,time
could you remind me,set_alarm
i need you to play a song quickly,play_music
could you tell me the forecast,weather
"hey, can you open assistant",open_app
can you tell me the forecast assistant,weather
please crack a joke buddy,joke
just time check right now,time
what's up,greeting
would you mind if you do i need an umbrella friend,weather
"hey, see ya friend",farewell
i need you to goodbye assistant,farewell
please gotta go,farewell
music please,play_music
would you mind if you search for,search_web
just yo in london,greeting
please play some tunes about dogs,play_music
i need you to boot up,open_app
just catch you later on spotify,farewell
"hey, wake me up in new york",set_alarm
"ok, do you know any jokes",joke
"ok, do you know the time on spotify",time
please catch you later on spotify,farewell
"hey assistant, i'm leaving",farewell
"ok, can you open",open_app
"hey, bye",farewell
can you shuffle my songs for 10 minutes,play_music
"ok, what is the temperature now",weather
"hey assistant, set an alarm",set_alarm
could you what is the temperature,weather
i need you to i want to listen to music about space,play_music
would you mind if you say a joke please,joke
could you is it sunny,weather
could you tell me a joke about dogs,joke
"hey, see ya friend",farewell
would you mind if you remind me on spotify,set_alarm
can you tell me the time about dogs,time
please add an alarm about space,set_alarm
can you what's the weather like,weather
can you is it raining outside quickly,weather
could you tell me something funny please,joke
"hey, open up now",open_app
just good morning,greeting
i need you to good morning,greeting
wake me up for me,set_alarm
could you see ya,farewell
just play some music,play_music
just hey,greeting
i need you to launch about space,open_app
please tell me something funny,joke
"hey, talk to you soon about space",farewell
could you good morning in new york,greeting
"hey assistant, how is the weather in new york",weather
please how is the weather,weather
tell me the time,time
bye,farewell
can you open the app,open_app
please play a song,play_music
"ok, new alarm about dogs",set_alarm
i want to listen to music for me,play_music
"hey, current time please for 10 minutes",time
can you find information about,search_web
just peace out quickly,farewell
just tell me something funny about dogs,joke
would you mind if you who is on youtube,search_web
just catch you later,farewell
please see you later today,farewell
please crack a joke assistant,joke
just good evening,greeting
"ok, good evening",greeting
"ok, shuffle my songs for 10 minutes",play_music
can you say a joke about dogs,joke
can you do i need an umbrella now,weather
"hey assistant, who is please",search_web
can you how is the weather,weather
just tell me about,search_web
can you tell me the forecast quickly,weather
i need you to set a timer please,set_alarm
"hey assistant, remind me friend",set_alarm
can you time check on spotify,time
i need you to play some music,play_music
would you mind if you add an alarm,set_alarm
would you mind if you yo today,greeting
would you mind if you set a timer in new york,set_alarm
"ok, what time is it",time
please new alarm in new york,set_alarm
would you mind if you play some music right now,play_music
would you mind if you show me right now,open_app
"hey, crack a joke assistant",joke
tell me the time about dogs,time
"hey assistant, what time is it",time
can you music please assistant,play_music
can you play some tunes on youtube,play_music
can you google in new york,search_web
"hey assistant, bye for 10 minutes",farewell
just look up,search_web
i need you to i want to listen to music,play_music
would you mind if you put on a playlist,play_music
i need you to resume playback,play_music
can you bye about dogs,farewell
please good morning,greeting
"hey assistant, search for friend",search_web
please what's up,greeting
just boot up about space,open_app
please play some music please,play_music
just start playing music about dogs,play_music
"hey, can you google in new york",search_web
"hey assistant, start",open_app
can you resume playback,play_music
can you what's the weather like in london,weather
please is it raining outside,weather
i need you to shuffle my songs tomorrow,play_music
can you say a joke,joke
would you mind if you wake me up,set_alarm
please do i need an umbrella about dogs,weather
could you start playing music,play_music
"hey assistant, show me",open_app
i need you to set a timer,set_alarm
could you gotta go,farewell
"hey assistant, i'm leaving",farewell
"hey, goodbye now",farewell
i need you to what time is it,time
i need you to catch you later buddy,farewell
hiya,greeting
can you do you know the time in london,time
i need you to i want to listen to music about dogs,play_music
"ok, how is the weather quickly",weather
"ok, i want to listen to music tomorrow",play_music
can you farewell on spotify,farewell
could you put on a playlist,play_music
"hey assistant, see ya on spotify",farewell
would you mind if you set a timer on spotify,set_alarm
i need you to make me laugh on youtube,joke
can you howdy,greeting
could you play some music for me,play_music
just do i need an umbrella,weather
"ok, is it sunny buddy",weather
just create a timer on spotify,set_alarm
would you mind if you hiya,greeting
can you can you google about dogs,search_web
"hey assistant, do i need an umbrella in london",weather
could you could you tell me the time,time
would you mind if you what is,search_web
"hey, put on a playlist",play_music
"hey assistant, what's the weather like",weather
i need you to hello,greeting
just say a joke at 7 am,joke
i need you to resume playback,play_music
"ok, tell me about about space",search_web
just google,search_web
play some tunes for me,play_music
"hey assistant, bye",farewell
"hey assistant, could you tell me the time on youtube",time
i need you to tell me the forecast,weather
"hey, open the app friend",open_app
would you mind if you what is the time,time
could you what's the clock say,time
would you mind if you peace out,farewell
i need you to gotta go buddy,farewell
could you tell me the time friend,time
"hey, start playing music right now",play_music
could you put on a playlist,play_music
please create a timer,set_alarm
"hey, search the web for",search_web
"hey assistant, shuffle my songs on youtube",play_music
just timer for assistant,set_alarm
can you google,search_web
would you mind if you i want to listen to music right now,play_music
could you is it raining outside in new york,weather
please hey buddy,greeting
would you mind if you start,open_app
"hey assistant, who is in new york",search_web
i need you to good evening,greeting
can you wake me up,set_alarm
just can you open,open_app
"ok, bye",farewell
just do you know the time assistant,time
"hey assistant, what's up on spotify",greeting
just create a timer for me,set_alarm
would you mind if you who is,search_web
please i want to listen to music on spotify,play_music
please start playing music about dogs,play_music
could you how is the weather right now,weather
i need you to tell me the forecast assistant,weather
can you i'm leaving,farewell
what's the clock say,time
"hey assistant, tell me the time",time
i need you to resume playback at 7 am,play_music
would you mind if you set a timer,set_alarm
please timer for,set_alarm
could you good afternoon,greeting
can you make me laugh friend,joke
"hey, hi please",greeting
please google,search_web
could you what's the weather like buddy,weather
"hey assistant, play a song please",play_music
"ok, time check now",time
i need you to make me laugh now,joke
greetings,greeting
just what time is it about space,time
can you see you later in new york,farewell
please create a timer on spotify,set_alarm
could you open the app,open_app
"hey, i'm leaving right now",farewell
can you tell me about,search_web
please search for,search_web
just top of the morning please,greeting
"hey, open the app",open_app
"ok, have a good one",farewell
please play a song please,play_music
just can you google,search_web
"ok, timer for",set_alarm
do you know any jokes tomorrow,joke
shuffle my songs,play_music
please find information about,search_web
could you play some tunes,play_music
"ok, tell me something funny",joke
could you talk to you soon,farewell
just how is the weather,weather
"hey assistant, set an alarm for me",set_alarm
i need you to have a good one,farewell
"hey, do i need an umbrella in london",weather
i need you to farewell,farewell
just what's up quickly,greeting
just open up,open_app
can you play a song,play_music
could you show me in london,open_app
would you mind if you see ya about dogs,farewell
"ok, crack a joke",joke
can you search for in new york,search_web
can you is it sunny,weather
"hey, shuffle my songs for me",play_music
would you mind if you start playing music in new york,play_music
"hey assistant, search for",search_web
"ok, what is the temperature",weather
would you mind if you say a joke,joke
"hey, what's the clock say",time
please top of the morning assistant,greeting
"ok, google tomorrow",search_web
i need you to could you tell me the time assistant,time
please see you later,farewell
"ok, say a joke",joke
"hey, say a joke",joke
please i'm leaving,farewell
"ok, i want to listen to music at 7 am",play_music
"hey, hello now",greeting
just timer for,set_alarm
please yo,greeting
please play a song at 7 am,play_music
could you set a timer on spotify,set_alarm
"hey, go to about dogs",open_app
would you mind if you search for for 10 minutes,search_web
would you mind if you hello,greeting
"hey assistant, launch friend",open_app
search for today,search_web
"hey assistant, search the web for",search_web
can you tell me something funny at 7 am,joke
would you mind if you tell me the forecast,weather
would you mind if you i'm leaving in london,farewell
"ok, yo",greeting
i need you to add an alarm,set_alarm
just what is the time in london,time
could you talk to you soon,farewell
can you set a timer,set_alarm
would you mind if you crack a joke,joke
"hey assistant, how is the weather assistant",weather
could you gotta go,farewell
"hey, tell me the forecast right now",weather
"ok, tell me the time now",time
can you what's up,greeting
"hey assistant, what time is it right now",time
i need you to shuffle my songs,play_music
"ok, look up in new york",search_web
would you mind if you peace out at 7 am,farewell
"hey assistant, open the app",open_app
please crack a joke tomorrow,joke
"ok, go to",open_app
would you mind if you show me at 7 am,open_app
i need you to timer for,set_alarm
i need you to music please,play_music
create a timer on spotify,set_alarm
"hey assistant, what's the clock say",time
can you create a timer,set_alarm
"hey, good evening right now",greeting
could you can you google right now,search_web
would you mind if you find information about,search_web
could you i want to listen to music,play_music
just gotta go,farewell
"hey, how are you",greeting
please tell me something funny for 10 minutes,joke
play some music,play_music
"hey assistant, find information about",search_web
"hey, can you open",open_app
"hey assistant, tell me the time",time
just what's the weather like friend,weather
is it sunny tomorrow,weather
"hey assistant, see ya at 7 am",farewell
just remind me on spotify,set_alarm
"ok, tell me something funny",joke
could you shuffle my songs tomorrow,play_music
"hey assistant, wake me up",set_alarm
"ok, search the web for",search_web
"ok, make me laugh",joke
please can you google about dogs,search_web
please gotta go,farewell
"hey, boot up",open_app
please how is the weather quickly,weather
"hey assistant, add an alarm",set_alarm
"ok, make me laugh at 7 am",joke
can you yo tomorrow,greeting
"hey assistant, start in london",open_app
could you who is at 7 am,search_web
could you do you know any jokes,joke
would you mind if you wake me up about dogs,set_alarm
would you mind if you what is the temperature please,weather
could you bye about space,farewell
bye bye on spotify,farewell
please what time is it about dogs,time
could you tell me the time,time
"hey, wake me up",set_alarm
i need you to shuffle my songs,play_music
i need you to put on a playlist for me,play_music
i need you to hi there,greeting
please can you open on youtube,open_app
could you howdy,greeting
could you what's the clock say,time
"hey assistant, tell me a joke",joke
would you mind if you hi,greeting
"hey assistant, say a joke",joke
i want to listen to music,play_music
"hey assistant, resume playback",play_music
would you mind if you set an alarm,set_alarm
"hey, hiya",greeting
just is it raining outside,weather
could you search for,search_web
please good evening,greeting
would you mind if you what's up,greeting
please make me laugh friend,joke
would you mind if you time check friend,time
"ok, who is",search_web
can you who is,search_web
would you mind if you tell me about on spotify,search_web
just remind me in london,set_alarm
could you look up for 10 minutes,search_web
"ok, launch friend",open_app
"hey, is it sunny for me",weather
would you mind if you i want to listen to music for me,play_music
i'm leaving tomorrow,farewell
please do i need an umbrella please,weather
would you mind if you start quickly,open_app
"hey assistant, create a timer about space",set_alarm
"hey, is it raining outside",weather
please what time is it,time
"hey, peace out",farewell
"hey, tell me about",search_web
would you mind if you new alarm today,set_alarm
can you i want to listen to music today,play_music
could you start,open_app
"hey, open up",open_app
"hey assistant, yo buddy",greeting
please go to,open_app
please put on a playlist for 10 minutes,play_music
could you talk to you soon,farewell
hi,greeting
would you mind if you do you know the time,time
"ok, make me laugh",joke
just tell me a joke about dogs,joke
would you mind if you do you know any jokes,joke
just is it raining outside buddy,weather
hello please,greeting
could you can you open,open_app
would you mind if you show me in london,open_app
just open up,open_app
just find information about about dogs,search_web
"hey assistant, good morning",greeting
please can you open,open_app
"ok, play some tunes for 10 minutes",play_music
can you do you know any jokes,joke
"ok, can you open",open_app
please timer for,set_alarm
"ok, see ya",farewell
"hey, who is on youtube",search_web
"ok, add an alarm now",set_alarm
please hiya about dogs,greeting
could you create a timer at 7 am,set_alarm
"hey assistant, resume playback today",play_music
could you greetings,greeting
can you could you tell me the time on spotify,time
"hey, timer for buddy",set_alarm
please find information about,search_web
"hey assistant, open the app",open_app
"hey assistant, what's the clock say",time
time check friend,time
could you find information about for me,search_web
"hey, bye on youtube",farewell
please what is the time assistant,time
can you set an alarm in london,set_alarm
just start,open_app
"hey, who is buddy",search_web
would you mind if you howdy buddy,greeting
i need you to music please,play_music
would you mind if you hello in london,greeting
i need you to play some tunes at 7 am,play_music
please resume playback,play_music
"hey, hi buddy",greeting
just tell me something funny,joke
just set an alarm,set_alarm
i need you to could you tell me the time,time
i need you to find information about,search_web
could you current time please,time
please time check in london,time
would you mind if you start in new york,open_app
please find information about friend,search_web
i need you to put on a playlist,play_music
"ok, bye",farewell
can you play some tunes at 7 am,play_music
could you tell me something funny quickly,joke
"hey, show me in new york",open_app
put on a playlist on youtube,play_music
i need you to see ya on spotify,farewell
please launch in new york,open_app
just top of the morning friend,greeting
can you is it sunny quickly,weather
i need you to hi there buddy,greeting
i need you to music please for me,play_music
would you mind if you what is the temperature friend,weather
say a joke,joke
do you know the time,time
just what's the weather like assistant,weather
could you hello,greeting
could you i'm leaving,farewell
i need you to is it raining outside buddy,weather
talk to you soon assistant,farewell
would you mind if you see you later,farewell
just what's the weather like for 10 minutes,weather
find information about assistant,search_web
please set an alarm,set_alarm
"ok, what is",search_web
hello today,greeting
"ok, who is buddy",search_web
"hey assistant, what is the time in new york",time
just is it sunny about space,weather
can you i'm leaving,farewell
i need you to search the web for tomorrow,search_web
just search for,search_web
could you time check assistant,time
"hey assistant, top of the morning",greeting
just how is the weather,weather
please i need a laugh,joke
please see you later,farewell
open the app,open_app
"hey assistant, is it raining outside quickly",weather
"ok, is it raining outside",weather
could you who is,search_web
can you hey,greeting
would you mind if you farewell in london,farewell
could you current time please about space,time
can you hi there,greeting
can you tell me a joke about dogs,joke
could you tell me something funny now,joke
can you could you tell me the time,time
"hey assistant, tell me something funny for 10 minutes",joke
google,search_web
"hey, greetings",greeting
please tell me about now,search_web
"ok, play some music today",play_music
can you do you know any jokes,joke
would you mind if you set an alarm,set_alarm
just set an alarm,set_alarm
just create a timer,set_alarm
what is,search_web
"hey assistant, can you google",search_web
search for friend,search_web
would you mind if you hi,greeting
"ok, play some music friend",play_music
new alarm,set_alarm
could you time check,time
could you google now,search_web
just peace out for me,farewell
can you good afternoon,greeting
please tell me the time,time
i need you to can you open today,open_app
good afternoon,greeting
"ok, how are you",greeting
would you mind if you search the web for today,search_web
i need you to search for,search_web
"hey, timer for",set_alarm
i need you to crack a joke today,joke
what is the time,time
"hey assistant, good evening today",greeting
just tell me the forecast,weather
can you hi there in new york,greeting
would you mind if you add an alarm at 7 am,set_alarm
i need you to what is on spotify,search_web
"hey, what is the time",time
would you mind if you hi there,greeting
would you mind if you tell me the time,time
would you mind if you wake me up about dogs,set_alarm
could you hey quickly,greeting
"ok, good evening in london",greeting
could you can you google,search_web
please could you tell me the time please,time
just create a timer,set_alarm
please tell me something funny,joke
could you tell me something funny assistant,joke
"ok, is it raining outside now",weather
what is the time friend,time
i need you to tell me something funny,joke
i need you to do you know any jokes,joke
could you put on a playlist friend,play_music
"ok, make me laugh at 7 am",joke
please create a timer quickly,set_alarm
would you mind if you tell me something funny,joke
please time check,time
please is it sunny now,weather
start for 10 minutes,open_app
please can you open,open_app
"hey assistant, hi there for me",greeting
i need you to i'm leaving in new york,farewell
i need you to create a timer,set_alarm
could you what's the clock say buddy,time
timer for,set_alarm
"ok, shuffle my songs tomorrow",play_music
"hey assistant, start playing music for me",play_music
can you goodbye,farewell
"hey assistant, put on a playlist on spotify",play_music
could you search the web for today,search_web
"hey assistant, crack a joke",joke
please play some tunes on youtube,play_music
"hey, see you later",farewell
would you mind if you go to assistant,open_app
"hey assistant, play some tunes",play_music
could you tell me something funny,joke
please do i need an umbrella right now,weather
"hey, tell me about on youtube",search_web
is it sunny,weather
"hey assistant, wake me up",set_alarm
please see ya about space,farewell
current time please,time
could you can you google,search_web
what's the weather like today,weather
i need you to what is the time friend,time
i need you to can you google in london,search_web
how is the weather today,weather
play some tunes,play_music
launch,open_app
would you mind if you can you open tomorrow,open_app
just tell me the time please,time
open up,open_app
can you music please,play_music
can you hi there on spotify,greeting
please hey,greeting
"hey assistant, hello assistant",greeting
just find information about quickly,search_web
could you can you open,open_app
just what time is it,time
"hey, talk to you soon for me",farewell
would you mind if you set an alarm at 7 am,set_alarm
"hey assistant, can you google",search_web
can you hi,greeting
could you put on a playlist,play_music
would you mind if you hi,greeting
please find information about quickly,search_web
"ok, launch assistant",open_app
"ok, i need a laugh in new york",joke
would you mind if you tell me about buddy,search_web
could you can you google now,search_web
would you mind if you new alarm,set_alarm
please can you google,search_web
would you mind if you open the app,open_app
"ok, bye in new york",farewell
"ok, tell me a joke",joke
"hey, start playing music",play_music
i need you to do i need an umbrella for me,weather
just do you know any jokes at 7 am,joke
"hey, open the app",open_app
would you mind if you remind me at 7 am,set_alarm
"ok, what's up assistant",greeting
can you bye for me,farewell
could you start,open_app
just play a song,play_music
"ok, what is the time please",time
"hey, do you know any jokes on spotify",joke
please open up,open_app
would you mind if you start playing music on spotify,play_music
would you mind if you top of the morning for 10 minutes,greeting
would you mind if you new alarm about space,set_alarm
"ok, resume playback for me",play_music
could you wake me up,set_alarm
i need you to remind me,set_alarm
would you mind if you hi there assistant,greeting
"hey, time check assistant",time
"ok, play some tunes buddy",play_music
"hey assistant, show me please",open_app
please what time is it on spotify,time
would you mind if you play some music,play_music
can you do you know any jokes,joke
"hey assistant, see you later",farewell
"ok, timer for",set_alarm
can you do you know any jokes buddy,joke
please who is,search_web
can you play some tunes,play_music
start,open_app
could you do you know any jokes,joke
"hey assistant, is it raining outside today",weather
"hey, see ya",farewell
would you mind if you google,search_web
"ok, what's the clock say buddy",time
just how is the weather,weather
"hey, peace out",farewell
farewell buddy,farewell
just what's the weather like in london,weather
just play a song friend,play_music
boot up now,open_app
please what's the weather like,weather
crack a joke today,joke
please greetings about space,greeting
would you mind if you show me about dogs,open_app
i need you to is it sunny,weather
"hey assistant, who is",search_web
"hey, shuffle my songs buddy",play_music
can you resume playback in new york,play_music
can you do i need an umbrella,weather
i need you to hey on spotify,greeting
please set a timer quickly,set_alarm
please current time please,time
"ok, catch you later today",farewell
"ok, resume playback",play_music
what's up,greeting
i need you to play some music,play_music
i need you to open the app,open_app
can you i'm leaving in london,farewell
would you mind if you resume playback,play_music
"hey assistant, farewell friend",farewell
would you mind if you i want to listen to music about dogs,play_music
could you what's the weather like please,weather
would you mind if you open up on youtube,open_app
could you what time is it,time
would you mind if you set a timer,set_alarm
"ok, see you later quickly",farewell
just resume playback today,play_music
can you shuffle my songs,play_music
"hey, wake me up",set_alarm
"hey assistant, go to",open_app
please create a timer now,set_alarm
can you good evening assistant,greeting
just i want to listen to music,play_music
"ok, do you know any jokes",joke
can you hiya about space,greeting
tell me about,search_web
would you mind if you play some tunes friend,play_music
could you show me on spotify,open_app
could you yo now,greeting
"hey assistant, hiya about dogs",greeting
would you mind if you search for,search_web
please open the app,open_app
"hey assistant, catch you later",farewell
can you find information about,search_web
would you mind if you shuffle my songs,play_music
"ok, time check",time
could you current time please at 7 am,time
"ok, can you google on youtube",search_web
i need you to how are you right now,greeting
"ok, i'm leaving tomorrow",farewell
i need you to new alarm today,set_alarm
just boot up in london,open_app
please greetings,greeting
"hey assistant, what is the temperature",weather
"hey, good afternoon on spotify",greeting
i need you to peace out,farewell
please catch you later for 10 minutes,farewell
could you is it raining outside,weather
just wake me up,set_alarm
can you boot up today,open_app
"hey, what's the clock say",time
i need you to resume playback quickly,play_music
would you mind if you resume playback right now,play_music
can you can you open friend,open_app
could you good afternoon,greeting
please good evening,greeting
"ok, do you know the time today",time
could you go to,open_app
would you mind if you see you later,farewell
would you mind if you hi there,greeting
can you bye bye right now,farewell
would you mind if you can you open now,open_app
"ok, do you know any jokes",joke
i need you to open the app assistant,open_app
i need you to what's the weather like,weather
please show me on youtube,open_app
"ok, what is",search_web
"hey, i want to listen to music today",play_music
"hey assistant, hiya please",greeting
could you is it sunny,weather
could you good morning,greeting
would you mind if you make me laugh,joke
"ok, can you open",open_app
"ok, is it sunny today",weather
just see ya for me,farewell
just good morning,greeting
just open up for 10 minutes,open_app
just tell me the time,time
can you peace out,farewell
would you mind if you tell me the time,time
please hiya for 10 minutes,greeting
please boot up,open_app
could you music please friend,play_music
"ok, what's the clock say in new york",time
please set an alarm,set_alarm
could you search for in new york,search_web
please top of the morning,greeting
please do i need an umbrella tomorrow,weather
"hey assistant, is it raining outside for me",weather
i need you to tell me about,search_web
"ok, bye bye",farewell
"ok, what's the weather like",weather
can you google,search_web
i need you to see you later,farewell
just put on a playlist right now,play_music
"hey, create a timer friend",set_alarm
could you crack a joke today,joke
"hey assistant, wake me up about dogs",set_alarm
"hey assistant, who is friend",search_web
i need you to launch about dogs,open_app
could you open up assistant,open_app
can you what's the clock say on spotify,time
could you play some music quickly,play_music
please put on a playlist in new york,play_music
would you mind if you timer for for 10 minutes,set_alarm
please launch quickly,open_app
"ok, open up",open_app
"hey, yo on youtube",greeting
would you mind if you add an alarm for me,set_alarm
"ok, tell me the forecast buddy",weather
can you open the app in london,open_app
would you mind if you see you later,farewell
just launch friend,open_app
just open the app,open_app
could you what's up,greeting
please what time is it buddy,time
can you crack a joke assistant,joke
"hey, hiya at 7 am",greeting
please who is,search_web
would you mind if you good morning,greeting
please resume playback at 7 am,play_music
would you mind if you add an alarm,set_alarm
bye bye,farewell
"hey assistant, timer for buddy",set_alarm
would you mind if you show me,open_app
would you mind if you play some tunes,play_music
i need you to what's the weather like,weather
"ok, greetings",greeting
please show me please,open_app
just add an alarm,set_alarm
please could you tell me the time for me,time
i need you to what's the clock say,time
just music please please,play_music
"hey assistant, set an alarm",set_alarm
i need you to talk to you soon,farewell
timer for,set_alarm
bye bye please,farewell
just google on spotify,search_web
would you mind if you play some tunes friend,play_music
"hey assistant, music please",play_music
"hey, can you open please",open_app
"hey assistant, crack a joke",joke
just bye bye,farewell
can you show me for me,open_app
catch you later,farewell
could you what is the time,time
can you goodbye please,farewell
"ok, is it sunny now",weather
"hey, i want to listen to music",play_music
"hey, could you tell me the time",time
please yo for me,greeting
just tell me the forecast for 10 minutes,weather
i need you to who is,search_web
just start on spotify,open_app
"hey assistant, catch you later",farewell
"hey, tell me the forecast about space",weather
just make me laugh,joke
start playing music right now,play_music
please what is the temperature,weather
"hey, how is the weather about dogs",weather
i need you to hey friend,greeting
make me laugh,joke
just remind me,set_alarm
please wake me up,set_alarm
would you mind if you goodbye please,farewell
would you mind if you timer for,set_alarm
can you what is quickly,search_web
could you crack a joke friend,joke
just hey about dogs,greeting
"hey assistant, timer for",set_alarm
could you crack a joke,joke
i need you to good morning,greeting
just what is,search_web
"hey, what is the time",time
"ok, what's the clock say",time
please look up in london,search_web
"hey assistant, show me tomorrow",open_app
please shuffle my songs,play_music
would you mind if you could you tell me the time in london,time
could you crack a joke on spotify,joke
"hey, what's the clock say please",time
"ok, see ya tomorrow",farewell
i need you to i'm leaving,farewell
please is it sunny on youtube,weather
would you mind if you i'm leaving,farewell
show me please,open_app
"hey, open the app right now",open_app
"hey, what's the weather like",weather
open up,open_app
just tell me about please,search_web
"hey assistant, how is the weather on youtube",weather
please can you open quickly,open_app
"hey assistant, current time please on youtube",time
"ok, what is the time",time
"ok, wake me up on spotify",set_alarm
could you can you google,search_web
crack a joke buddy,joke
could you what is the time,time
just launch at 7 am,open_app
"hey, what's the clock say in new york",time
could you who is buddy,search_web
please search for on youtube,search_web
just music please assistant,play_music
"hey, launch buddy",open_app
could you bye bye,farewell
could you play a song friend,play_music
i need you to what time is it,time
"hey, how is the weather",weather
"ok, see ya",farewell
can you remind me assistant,set_alarm
